run_id,material,deformation_type,true_density_gcc,compactor_config,roll_diameter_mm,roll_width_mm,sealing_system,roll_surface,scf_kN_per_cm,gap_width_mm,roll_speed_rpm,feed_screw_rpm,densification_factor,nip_angle_deg,peak_pressure_MPa,ribbon_rel_density,ribbon_density_gcc,ribbon_porosity,density_CV_percent,in_zinchuk_window,fines_fraction_pct,granule_d50_um,throughput_kg_hr
663,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,knurled,6.53,3.89,7.79,106.7,2.444,16.54,18.1,0.6123,0.949,0.3877,3.39,Yes,27.2,269.0,42.13
664,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,smooth,9.45,2.17,9.02,61.1,2.931,10.78,40.2,0.7013,1.066,0.2987,3.54,Yes,22.5,334.7,29.39
665,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,3.7,4.37,22.58,49.1,2.362,10.04,16.9,0.4803,0.7156,0.5197,8.16,No,45.93,50.0,108.68
666,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,9.62,4.53,29.5,39.0,2.338,10.44,42.2,0.6404,0.9925,0.3596,4.31,Yes,25.02,214.2,202.71
667,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,smooth,3.37,1.07,5.83,83.4,2.91,11.08,29.1,0.6111,0.9106,0.3889,3.27,Yes,33.6,146.0,6.62
668,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,smooth,13.2,4.75,19.57,47.6,1.905,10.08,125.1,0.8561,1.2756,0.1439,5.2,No,13.25,362.7,152.63
669,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,6.7,1.09,4.04,105.8,3.722,11.68,26.3,0.6037,0.8995,0.3963,8.84,Yes,31.52,139.2,6.53
670,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,7.19,2.06,26.63,36.4,2.375,10.19,67.3,0.7477,1.1365,0.2523,4.45,Yes,15.75,299.8,79.96
671,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,smooth,12.85,4.75,8.21,115.7,1.905,11.07,110.8,0.815,1.2143,0.185,4.18,No,17.05,306.0,61.24
672,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,7.09,4.65,10.93,53.0,2.32,10.34,31.4,0.5922,0.8824,0.4078,3.93,No,28.04,91.5,70.06
673,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,15.59,3.07,27.84,99.4,2.624,10.21,70.0,0.7405,1.1033,0.2595,8.12,Yes,24.31,257.8,143.74
674,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,knurled,9.16,3.49,6.25,109.2,2.524,16.77,25.0,0.6629,1.0275,0.3371,6.42,Yes,24.4,316.2,31.24
675,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,12.17,5.66,7.12,49.4,1.829,15.54,74.8,0.7681,1.1444,0.2319,5.27,Yes,24.46,295.4,60.47
676,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,6.22,5.61,8.33,16.1,1.832,15.52,38.3,0.725,1.1237,0.275,6.93,Yes,21.33,323.5,68.12
677,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,smooth,5.41,3.23,15.0,16.6,2.583,10.41,23.8,0.6287,0.9744,0.3713,6.95,Yes,31.09,199.8,61.7
678,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,smooth,11.79,5.94,23.42,90.5,2.168,10.49,51.5,0.7064,1.0737,0.2936,5.08,Yes,18.75,296.9,187.1
679,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,10.0,4.41,28.42,21.7,2.356,9.86,46.5,0.6442,0.9598,0.3558,7.38,Yes,30.88,147.7,153.64
680,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,smooth,6.93,5.31,12.36,97.4,2.235,10.87,29.2,0.6258,0.9513,0.3742,3.63,Yes,27.19,231.0,80.52
681,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,knurled,13.27,2.51,23.79,48.9,2.796,15.03,40.5,0.6261,0.9329,0.3739,3.69,Yes,27.74,106.8,69.78
682,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,9.4,5.09,19.11,97.2,2.261,15.37,28.0,0.5488,0.8177,0.4512,6.42,No,39.79,133.2,121.52
683,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,16.62,5.67,13.69,28.6,2.195,10.03,75.9,0.7692,1.1461,0.2308,5.06,Yes,14.82,293.4,137.36
684,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,smooth,8.48,1.3,14.26,33.8,2.73,10.07,80.4,0.7709,1.1486,0.2291,4.12,Yes,18.84,303.7,26.82
685,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,knurled,11.92,3.74,21.52,33.6,2.471,15.22,35.9,0.632,0.9606,0.368,8.22,Yes,32.68,240.6,116.57
686,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,smooth,19.46,3.39,22.28,20.5,2.546,10.38,85.9,0.795,1.2323,0.205,8.37,Yes,19.58,389.8,118.74
687,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,2.78,2.95,20.79,57.7,2.657,10.12,12.6,0.4738,0.706,0.5262,5.11,No,38.34,98.1,66.88
688,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,smooth,17.09,3.78,17.61,114.3,2.464,11.0,71.2,0.8125,1.2594,0.1875,6.12,No,17.75,412.4,130.21
689,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,smooth,5.28,4.38,29.91,96.7,1.942,10.17,49.6,0.6551,0.9761,0.3449,6.74,Yes,31.14,185.0,161.39
690,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,15.51,3.03,10.38,119.3,2.634,10.9,65.3,0.7335,1.0929,0.2665,2.93,Yes,19.05,284.2,48.99
691,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,19.44,3.55,5.61,119.9,2.51,11.46,77.7,0.7631,1.137,0.2369,8.55,Yes,23.57,258.3,36.62
692,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,2.78,1.02,29.67,23.6,3.816,10.36,12.3,0.4913,0.7616,0.5087,4.5,No,32.77,117.7,32.7
693,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,knurled,5.08,5.39,14.33,73.6,2.226,15.37,15.1,0.5026,0.7489,0.4974,2.84,No,33.18,72.3,89.14
694,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,3.24,2.78,4.46,23.1,2.708,15.63,9.5,0.514,0.7812,0.486,3.58,No,31.22,146.4,16.63
695,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,smooth,6.28,5.9,6.63,20.1,2.172,10.65,27.0,0.6716,1.041,0.3284,8.39,Yes,25.44,336.9,50.53
696,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,knurled,10.53,3.17,1.1,59.0,2.107,17.77,56.6,0.7687,1.1685,0.2313,10.54,Yes,19.17,365.7,8.24
697,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,11.78,2.5,13.43,100.1,2.8,15.84,34.1,0.6509,0.9893,0.3491,3.36,Yes,26.47,217.3,51.73
698,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,smooth,2.17,5.69,10.14,106.4,1.827,11.33,18.3,0.5709,0.8849,0.4291,2.51,No,28.38,185.5,68.54
699,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,16.24,3.33,22.42,116.3,2.559,10.38,71.7,0.7274,1.0839,0.2726,7.52,Yes,26.31,242.2,103.63
700,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,smooth,7.89,2.83,12.44,110.6,2.173,10.7,70.4,0.7305,1.0884,0.2695,7.25,Yes,28.57,273.1,48.46
701,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,13.42,1.54,9.29,12.8,3.29,9.94,61.9,0.7258,1.0815,0.2742,7.97,Yes,25.7,254.2,20.13
702,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,smooth,13.27,3.58,2.17,80.5,2.503,12.32,49.4,0.7651,1.163,0.2349,11.9,Yes,18.29,361.4,11.33
703,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,knurled,9.49,5.93,28.63,36.7,1.81,15.43,58.7,0.6934,1.0748,0.3066,4.39,Yes,19.53,258.3,233.01
704,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,8.83,2.74,26.39,119.5,2.718,10.31,39.2,0.6116,0.9113,0.3884,7.14,Yes,32.36,104.2,84.21
705,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,11.82,1.79,10.72,40.7,2.472,10.73,105.1,0.8829,1.3684,0.1171,7.09,No,13.21,500.7,30.76
706,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,smooth,16.14,5.03,7.34,110.0,2.269,11.62,63.6,0.8423,1.3055,0.1577,7.18,No,12.24,459.1,74.38
707,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,smooth,7.27,1.56,10.68,41.9,3.278,10.5,31.7,0.672,1.0214,0.328,4.09,Yes,25.32,254.6,18.54
708,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,6.54,4.27,22.06,77.4,2.377,15.2,19.7,0.477,0.7108,0.523,6.76,No,38.39,83.3,102.26
709,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,14.61,3.42,11.42,33.3,2.065,15.38,90.7,0.8411,1.2784,0.1589,5.98,No,17.06,426.7,65.18
710,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,smooth,17.58,4.4,27.4,68.3,1.94,10.33,162.4,0.8798,1.3373,0.1202,7.95,No,17.39,418.6,204.03
711,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,smooth,3.47,2.68,16.64,78.5,2.738,10.58,15.0,0.5254,0.7986,0.4746,6.27,No,35.96,155.1,54.81
712,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,smooth,5.07,5.48,18.4,118.8,1.842,10.5,46.2,0.648,0.9655,0.352,7.73,Yes,28.13,193.1,127.1
713,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,knurled,8.65,4.15,7.81,55.8,2.396,16.06,24.7,0.6802,1.0543,0.3198,2.97,Yes,20.81,360.9,44.09
714,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,16.11,3.87,22.35,103.0,2.447,15.57,47.4,0.7073,1.0752,0.2927,3.91,Yes,23.75,292.8,119.25
715,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,7.85,2.25,1.87,31.8,2.314,11.74,63.9,0.8301,1.2866,0.1699,6.71,No,16.88,490.5,6.89
716,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,6.77,1.12,21.05,37.9,3.694,10.0,31.0,0.5906,0.8801,0.4094,7.32,No,37.84,130.8,25.22
717,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,13.69,1.73,14.38,33.1,3.162,10.06,62.4,0.7127,1.0619,0.2873,7.83,Yes,23.91,273.9,41.25
718,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,6.98,1.38,12.27,46.3,3.424,15.48,20.7,0.593,0.9014,0.407,3.95,No,30.6,189.6,20.35
719,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,16.18,4.24,6.51,18.4,1.958,15.12,102.2,0.8268,1.2319,0.1732,5.97,No,19.97,384.5,41.28
720,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,11.6,5.88,26.14,22.3,1.813,10.37,106.8,0.7976,1.2363,0.2024,7.01,Yes,18.68,368.4,239.51
